Student_ID,Class,Section,Month,Monthly_Fee,Amount_Paid,Payment_Status
1217,4,B,January,4906,3547,Unpaid
1217,4,B,February,4906,4906,Paid
1217,4,B,March,4906,2219,Unpaid
1218,4,B,April,3509,3509,Paid
1218,4,B,May,3509,3509,Paid
1218,4,B,August,3509,1811,Unpaid
1218,4,B,September,3509,384,Unpaid
1218,4,B,October,3509,3509,Paid
1218,4,B,November,3509,1835,Unpaid
1218,4,B,December,3509,2124,Unpaid
1218,4,B,January,3509,279,Unpaid
1218,4,B,February,3509,3509,Paid
1218,4,B,March,3509,3509,Paid
1219,4,A,April,3515,3515,Paid
1219,4,A,May,3515,1570,Unpaid
1219,4,A,August,3515,3515,Paid
1219,4,A,September,3515,1538,Unpaid
1219,4,A,October,3515,3515,Paid
1219,4,A,November,3515,1834,Unpaid
1219,4,A,December,3515,613,Unpaid
1219,4,A,January,3515,3480,Unpaid
1219,4,A,February,3515,3515,Paid
1219,4,A,March,3515,3515,Paid
1220,4,B,April,4454,4454,Paid
1220,4,B,May,4454,2161,Unpaid
1220,4,B,August,4454,4252,Unpaid
1220,4,B,September,4454,4454,Paid
1220,4,B,October,4454,4454,Paid
1220,4,B,November,4454,141,Unpaid
1220,4,B,December,4454,3617,Unpaid
1220,4,B,January,4454,4454,Paid
1220,4,B,February,4454,4454,Paid
1220,4,B,March,4454,4454,Paid
1221,4,A,April,2291,2291,Paid
1221,4,A,May,2291,2291,Paid
1221,4,A,August,2291,2291,Paid
1221,4,A,September,2291,2291,Paid
1221,4,A,October,2291,1196,Unpaid
1221,4,A,November,2291,2291,Paid
1221,4,A,December,2291,2291,Paid
1221,4,A,January,2291,2098,Unpaid
1221,4,A,February,2291,2291,Paid
1221,4,A,March,2291,2291,Paid
1222,4,A,April,2754,2754,Paid
1222,4,A,May,2754,2754,Paid
1222,4,A,August,2754,2112,Unpaid
1222,4,A,September,2754,7,Unpaid
1222,4,A,October,2754,1073,Unpaid
1222,4,A,November,2754,1535,Unpaid
1222,4,A,December,2754,2727,Unpaid
1222,4,A,January,2754,782,Unpaid
1222,4,A,February,2754,2754,Paid
1222,4,A,March,2754,2754,Paid
1223,4,B,April,4181,2229,Unpaid
1223,4,B,May,4181,976,Unpaid
1223,4,B,August,4181,4181,Paid
1223,4,B,September,4181,4181,Paid
1223,4,B,October,4181,4181,Paid
1223,4,B,November,4181,4181,Paid
1223,4,B,December,4181,2532,Unpaid
1223,4,B,January,4181,4181,Paid
1223,4,B,February,4181,3374,Unpaid
1223,4,B,March,4181,4181,Paid
1224,4,B,April,3066,3066,Paid
1224,4,B,May,3066,3066,Paid
1224,4,B,August,3066,3066,Paid
1224,4,B,September,3066,3066,Paid
1224,4,B,October,3066,3066,Paid
1224,4,B,November,3066,2442,Unpaid
1224,4,B,December,3066,3066,Paid
1224,4,B,January,3066,1938,Unpaid
1224,4,B,February,3066,3066,Paid
1224,4,B,March,3066,3066,Paid
1225,4,A,April,3328,3328,Paid
1225,4,A,May,3328,765,Unpaid
1225,4,A,August,3328,2649,Unpaid
1225,4,A,September,3328,3117,Unpaid
1225,4,A,October,3328,2139,Unpaid
1225,4,A,November,3328,292,Unpaid
1225,4,A,December,3328,3328,Paid
1225,4,A,January,3328,2020,Unpaid
1225,4,A,February,3328,3328,Paid
1225,4,A,March,3328,337,Unpaid
1226,4,A,April,2947,2947,Paid
1226,4,A,May,2947,2686,Unpaid
1226,4,A,August,2947,1723,Unpaid
1226,4,A,September,2947,2840,Unpaid
1226,4,A,October,2947,2947,Paid
1226,4,A,November,2947,2947,Paid
1226,4,A,December,2947,1928,Unpaid
1226,4,A,January,2947,2480,Unpaid
1226,4,A,February,2947,2947,Paid
1226,4,A,March,2947,2947,Paid
1227,4,B,April,4544,653,Unpaid
1227,4,B,May,4544,407,Unpaid
1227,4,B,August,4544,3687,Unpaid
1227,4,B,September,4544,4412,Unpaid
1227,4,B,October,4544,2782,Unpaid
1227,4,B,November,4544,4135,Unpaid
1227,4,B,December,4544,3382,Unpaid
1227,4,B,January,4544,4544,Paid
1227,4,B,February,4544,4544,Paid
1227,4,B,March,4544,4544,Paid
1228,4,A,April,3351,3351,Paid
1228,4,A,May,3351,2465,Unpaid
1228,4,A,August,3351,3351,Paid
1228,4,A,September,3351,894,Unpaid
1228,4,A,October,3351,3351,Paid
1228,4,A,November,3351,2413,Unpaid
1228,4,A,December,3351,350,Unpaid
1228,4,A,January,3351,3351,Paid
1228,4,A,February,3351,3351,Paid
1228,4,A,March,3351,3351,Paid
1229,4,B,April,4746,4025,Unpaid
1229,4,B,May,4746,2621,Unpaid
1229,4,B,August,4746,3633,Unpaid
1229,4,B,September,4746,4746,Paid
1229,4,B,October,4746,4162,Unpaid
1229,4,B,November,4746,4746,Paid
1229,4,B,December,4746,4746,Paid
1229,4,B,January,4746,4746,Paid
1229,4,B,February,4746,4746,Paid
1229,4,B,March,4746,4746,Paid
1230,4,B,April,3470,3470,Paid
1230,4,B,May,3470,3470,Paid
1230,4,B,August,3470,423,Unpaid
1230,4,B,September,3470,3470,Paid
1230,4,B,October,3470,3470,Paid
1230,4,B,November,3470,2656,Unpaid
1230,4,B,December,3470,2743,Unpaid
1230,4,B,January,3470,3470,Paid
1230,4,B,February,3470,3470,Paid
1230,4,B,March,3470,828,Unpaid
1231,4,B,April,4861,4861,Paid
1231,4,B,May,4861,4861,Paid
1231,4,B,August,4861,4861,Paid
1231,4,B,September,4861,3426,Unpaid
1231,4,B,October,4861,512,Unpaid
1231,4,B,November,4861,4861,Paid
1231,4,B,December,4861,3843,Unpaid
1231,4,B,January,4861,4861,Paid
1231,4,B,February,4861,3732,Unpaid
1231,4,B,March,4861,4816,Unpaid
1232,4,B,April,2727,2727,Paid
1232,4,B,May,2727,2590,Unpaid
1232,4,B,August,2727,2727,Paid
1232,4,B,September,2727,2727,Paid
1232,4,B,October,2727,2727,Paid
1232,4,B,November,2727,2503,Unpaid
1232,4,B,December,2727,2727,Paid
1232,4,B,January,2727,2727,Paid
1232,4,B,February,2727,2727,Paid
1232,4,B,March,2727,2727,Paid
1233,4,B,April,4352,892,Unpaid
1233,4,B,May,4352,4352,Paid
1233,4,B,August,4352,681,Unpaid
1233,4,B,September,4352,4352,Paid
1233,4,B,October,4352,4352,Paid
1233,4,B,November,4352,4352,Paid
1233,4,B,December,4352,3749,Unpaid
1233,4,B,January,4352,4352,Paid
1233,4,B,February,4352,996,Unpaid
1233,4,B,March,4352,4352,Paid
1234,4,B,April,3950,1878,Unpaid
1234,4,B,May,3950,3950,Paid
1234,4,B,August,3950,2213,Unpaid
1234,4,B,September,3950,2685,Unpaid
1234,4,B,October,3950,309,Unpaid
1234,4,B,November,3950,3604,Unpaid
1234,4,B,December,3950,1480,Unpaid
1234,4,B,January,3950,153,Unpaid
1234,4,B,February,3950,2557,Unpaid
1234,4,B,March,3950,1282,Unpaid
1235,4,A,April,2110,2110,Paid
1235,4,A,May,2110,1768,Unpaid
1235,4,A,August,2110,2020,Unpaid
1235,4,A,September,2110,1585,Unpaid
1235,4,A,October,2110,899,Unpaid
1235,4,A,November,2110,2093,Unpaid
1235,4,A,December,2110,686,Unpaid
1235,4,A,January,2110,2062,Unpaid
1235,4,A,February,2110,1101,Unpaid
1235,4,A,March,2110,1207,Unpaid
1236,4,B,April,3012,3012,Paid
1236,4,B,May,3012,325,Unpaid
1236,4,B,August,3012,26,Unpaid
1236,4,B,September,3012,1775,Unpaid
1236,4,B,October,3012,1670,Unpaid
1236,4,B,November,3012,1972,Unpaid
1236,4,B,December,3012,273,Unpaid
1236,4,B,January,3012,375,Unpaid
1236,4,B,February,3012,287,Unpaid
1236,4,B,March,3012,3012,Paid
1237,4,B,April,2880,2504,Unpaid
1237,4,B,May,2880,1609,Unpaid
1237,4,B,August,2880,1535,Unpaid
1237,4,B,September,2880,2741,Unpaid
1237,4,B,October,2880,2880,Paid
1237,4,B,November,2880,1345,Unpaid
1237,4,B,December,2880,2880,Paid
1237,4,B,January,2880,1335,Unpaid
1237,4,B,February,2880,2880,Paid
1237,4,B,March,2880,2101,Unpaid
1238,4,B,April,3978,3505,Unpaid
1238,4,B,May,3978,774,Unpaid
1238,4,B,August,3978,3978,Paid
1238,4,B,September,3978,1078,Unpaid
1238,4,B,October,3978,3978,Paid
1238,4,B,November,3978,949,Unpaid
1238,4,B,December,3978,3373,Unpaid
1238,4,B,January,3978,347,Unpaid
1238,4,B,February,3978,3978,Paid
1238,4,B,March,3978,2809,Unpaid
1239,4,B,April,4467,4467,Paid
1239,4,B,May,4467,1000,Unpaid
1239,4,B,August,4467,4467,Paid
1239,4,B,September,4467,4467,Paid
1239,4,B,October,4467,3291,Unpaid
1239,4,B,November,4467,4467,Paid
1239,4,B,December,4467,1887,Unpaid
1239,4,B,January,4467,4467,Paid
1239,4,B,February,4467,4035,Unpaid
1239,4,B,March,4467,4467,Paid
1240,4,A,April,4784,1489,Unpaid
1240,4,A,May,4784,4622,Unpaid
1240,4,A,August,4784,4784,Paid
1240,4,A,September,4784,4784,Paid
1240,4,A,October,4784,4394,Unpaid
1240,4,A,November,4784,4784,Paid
1240,4,A,December,4784,4784,Paid
1240,4,A,January,4784,4784,Paid
1240,4,A,February,4784,4784,Paid
1240,4,A,March,4784,4784,Paid
1241,4,B,April,4101,4101,Paid
1241,4,B,May,4101,627,Unpaid
1241,4,B,August,4101,4101,Paid
1241,4,B,September,4101,3446,Unpaid
1241,4,B,October,4101,2354,Unpaid
1241,4,B,November,4101,4101,Paid
1241,4,B,December,4101,4101,Paid
1241,4,B,January,4101,515,Unpaid
1241,4,B,February,4101,1062,Unpaid
1241,4,B,March,4101,4101,Paid
1242,4,B,April,2728,2728,Paid
1242,4,B,May,2728,2584,Unpaid
1242,4,B,August,2728,2373,Unpaid
1242,4,B,September,2728,168,Unpaid
1242,4,B,October,2728,2728,Paid
1242,4,B,November,2728,1479,Unpaid
1242,4,B,December,2728,2728,Paid
1242,4,B,January,2728,2728,Paid
1242,4,B,February,2728,760,Unpaid
1242,4,B,March,2728,2728,Paid
1243,4,B,April,3812,3812,Paid
1243,4,B,May,3812,3812,Paid
1243,4,B,August,3812,3011,Unpaid
1243,4,B,September,3812,957,Unpaid
1243,4,B,October,3812,3812,Paid
1243,4,B,November,3812,1977,Unpaid
1243,4,B,December,3812,3812,Paid
1243,4,B,January,3812,415,Unpaid
1243,4,B,February,3812,3812,Paid
1243,4,B,March,3812,2983,Unpaid
1244,5,B,April,3901,3901,Paid
1244,5,B,May,3901,3901,Paid
1244,5,B,August,3901,3901,Paid
1244,5,B,September,3901,3901,Paid
1244,5,B,October,3901,3314,Unpaid
1244,5,B,November,3901,3901,Paid
1244,5,B,December,3901,3901,Paid
1244,5,B,January,3901,183,Unpaid
1244,5,B,February,3901,3288,Unpaid
1244,5,B,March,3901,3901,Paid
1245,5,A,April,2153,2153,Paid
1245,5,A,May,2153,1226,Unpaid
1245,5,A,August,2153,2153,Paid
1245,5,A,September,2153,41,Unpaid
1245,5,A,October,2153,2153,Paid
1245,5,A,November,2153,2153,Paid
1245,5,A,December,2153,2153,Paid
1245,5,A,January,2153,2153,Paid
1245,5,A,February,2153,2153,Paid
1245,5,A,March,2153,2153,Paid
1246,5,B,April,3933,1006,Unpaid
1246,5,B,May,3933,3933,Paid
1246,5,B,August,3933,3933,Paid
1246,5,B,September,3933,732,Unpaid
1246,5,B,October,3933,3933,Paid
1246,5,B,November,3933,3933,Paid
1246,5,B,December,3933,1957,Unpaid
1246,5,B,January,3933,3933,Paid
1246,5,B,February,3933,2841,Unpaid
1246,5,B,March,3933,3039,Unpaid
1247,5,A,April,4528,2228,Unpaid
1247,5,A,May,4528,4528,Paid
1247,5,A,August,4528,4528,Paid
1247,5,A,September,4528,847,Unpaid
1247,5,A,October,4528,1377,Unpaid
1247,5,A,November,4528,551,Unpaid
1247,5,A,December,4528,4528,Paid
1247,5,A,January,4528,389,Unpaid
1247,5,A,February,4528,3630,Unpaid
1247,5,A,March,4528,2401,Unpaid
1248,5,A,April,4643,4643,Paid
1248,5,A,May,4643,4643,Paid
1248,5,A,August,4643,2782,Unpaid
1248,5,A,September,4643,4643,Paid
1248,5,A,October,4643,4643,Paid
1248,5,A,November,4643,4643,Paid
1248,5,A,December,4643,4180,Unpaid
1248,5,A,January,4643,404,Unpaid
1248,5,A,February,4643,3053,Unpaid
1248,5,A,March,4643,4643,Paid
1249,5,B,April,3807,3691,Unpaid
1249,5,B,May,3807,555,Unpaid
1249,5,B,August,3807,3807,Paid
1249,5,B,September,3807,3807,Paid
1249,5,B,October,3807,3807,Paid
1249,5,B,November,3807,3807,Paid
1249,5,B,December,3807,3807,Paid
1249,5,B,January,3807,1737,Unpaid
1249,5,B,February,3807,3807,Paid
1249,5,B,March,3807,3807,Paid
1250,5,B,April,3942,2620,Unpaid
1250,5,B,May,3942,1142,Unpaid
1250,5,B,August,3942,2349,Unpaid
1250,5,B,September,3942,3942,Paid
1250,5,B,October,3942,1738,Unpaid
1250,5,B,November,3942,3942,Paid
1250,5,B,December,3942,3784,Unpaid
1250,5,B,January,3942,3139,Unpaid
1250,5,B,February,3942,393,Unpaid
1250,5,B,March,3942,3942,Paid
1251,5,A,April,4137,2154,Unpaid
1251,5,A,May,4137,1923,Unpaid
1251,5,A,August,4137,3432,Unpaid
1251,5,A,September,4137,3172,Unpaid
1251,5,A,October,4137,4137,Paid
1251,5,A,November,4137,4137,Paid
1251,5,A,December,4137,4137,Paid
1251,5,A,January,4137,4137,Paid
1251,5,A,February,4137,4137,Paid
1251,5,A,March,4137,2395,Unpaid
1252,5,A,April,3870,1511,Unpaid
1252,5,A,May,3870,3870,Paid
1252,5,A,August,3870,3870,Paid
1252,5,A,September,3870,1906,Unpaid
1252,5,A,October,3870,2983,Unpaid
1252,5,A,November,3870,211,Unpaid
1252,5,A,December,3870,3870,Paid
1252,5,A,January,3870,3870,Paid
1252,5,A,February,3870,518,Unpaid
1252,5,A,March,3870,1154,Unpaid
1253,5,A,April,4936,4264,Unpaid
1253,5,A,May,4936,3475,Unpaid
1253,5,A,August,4936,2283,Unpaid
1253,5,A,September,4936,3348,Unpaid
1253,5,A,October,4936,4936,Paid
1253,5,A,November,4936,1113,Unpaid
1253,5,A,December,4936,2486,Unpaid
1253,5,A,January,4936,4936,Paid
1253,5,A,February,4936,523,Unpaid
1253,5,A,March,4936,4936,Paid
1254,5,B,April,3062,1827,Unpaid
1254,5,B,May,3062,2754,Unpaid
1254,5,B,August,3062,1019,Unpaid
1254,5,B,September,3062,2191,Unpaid
1254,5,B,October,3062,3062,Paid
1254,5,B,November,3062,3062,Paid
1254,5,B,December,3062,3062,Paid
1254,5,B,January,3062,2896,Unpaid
1254,5,B,February,3062,246,Unpaid
1254,5,B,March,3062,835,Unpaid
1255,5,A,April,3998,756,Unpaid
1255,5,A,May,3998,3998,Paid
1255,5,A,August,3998,1633,Unpaid
1255,5,A,September,3998,3998,Paid
1255,5,A,October,3998,2540,Unpaid
1255,5,A,November,3998,2135,Unpaid
1255,5,A,December,3998,3998,Paid
1255,5,A,January,3998,591,Unpaid
1255,5,A,February,3998,1962,Unpaid
1255,5,A,March,3998,2616,Unpaid
1256,5,B,April,3483,3159,Unpaid
1256,5,B,May,3483,3483,Paid
1256,5,B,August,3483,1019,Unpaid
1256,5,B,September,3483,3483,Paid
1256,5,B,October,3483,3483,Paid
1256,5,B,November,3483,550,Unpaid
1256,5,B,December,3483,3109,Unpaid
1256,5,B,January,3483,3483,Paid
1256,5,B,February,3483,1351,Unpaid
1256,5,B,March,3483,3483,Paid
1257,5,A,April,3751,3751,Paid
1257,5,A,May,3751,3751,Paid
1257,5,A,August,3751,829,Unpaid
1257,5,A,September,3751,3751,Paid
1257,5,A,October,3751,687,Unpaid
1257,5,A,November,3751,1528,Unpaid
1257,5,A,December,3751,3751,Paid
1257,5,A,January,3751,3751,Paid
1257,5,A,February,3751,93,Unpaid
1257,5,A,March,3751,2547,Unpaid
1258,5,B,April,3950,3950,Paid
1258,5,B,May,3950,2186,Unpaid
1258,5,B,August,3950,3950,Paid
1258,5,B,September,3950,932,Unpaid
1258,5,B,October,3950,3426,Unpaid
1258,5,B,November,3950,3950,Paid
1258,5,B,December,3950,3950,Paid
1258,5,B,January,3950,1435,Unpaid
1258,5,B,February,3950,3950,Paid
1258,5,B,March,3950,235,Unpaid
1259,5,A,April,4439,4439,Paid
1259,5,A,May,4439,4439,Paid
1259,5,A,August,4439,4439,Paid
1259,5,A,September,4439,4439,Paid
1259,5,A,October,4439,4439,Paid
1259,5,A,November,4439,4439,Paid
1259,5,A,December,4439,4439,Paid
1259,5,A,January,4439,4439,Paid
1259,5,A,February,4439,2274,Unpaid
1259,5,A,March,4439,2769,Unpaid
1260,5,B,April,3136,3136,Paid
1260,5,B,May,3136,3136,Paid
1260,5,B,August,3136,2432,Unpaid
1260,5,B,September,3136,1901,Unpaid
1260,5,B,October,3136,1791,Unpaid
1260,5,B,November,3136,1965,Unpaid
1260,5,B,December,3136,2324,Unpaid
1260,5,B,January,3136,1121,Unpaid
1260,5,B,February,3136,2915,Unpaid
1260,5,B,March,3136,3136,Paid
1261,5,B,April,2304,1017,Unpaid
1261,5,B,May,2304,833,Unpaid
1261,5,B,August,2304,1589,Unpaid
1261,5,B,September,2304,2304,Paid
1261,5,B,October,2304,2026,Unpaid
1261,5,B,November,2304,2099,Unpaid
1261,5,B,December,2304,833,Unpaid
1261,5,B,January,2304,659,Unpaid
1261,5,B,February,2304,1192,Unpaid
1261,5,B,March,2304,2304,Paid
1262,5,B,April,4494,238,Unpaid
1262,5,B,May,4494,4494,Paid
1262,5,B,August,4494,4494,Paid
1262,5,B,September,4494,1387,Unpaid
1262,5,B,October,4494,3013,Unpaid
1262,5,B,November,4494,1618,Unpaid
1262,5,B,December,4494,2995,Unpaid
1262,5,B,January,4494,4494,Paid
1262,5,B,February,4494,1292,Unpaid
1262,5,B,March,4494,4005,Unpaid
1263,5,B,April,4545,4469,Unpaid
1263,5,B,May,4545,4545,Paid
1263,5,B,August,4545,4545,Paid
1263,5,B,September,4545,1377,Unpaid
1263,5,B,October,4545,745,Unpaid
1263,5,B,November,4545,3245,Unpaid
1263,5,B,December,4545,4519,Unpaid
1263,5,B,January,4545,4545,Paid
1263,5,B,February,4545,3079,Unpaid
1263,5,B,March,4545,4545,Paid
1264,5,B,April,3843,3843,Paid
1264,5,B,May,3843,2933,Unpaid
1264,5,B,August,3843,3843,Paid
1264,5,B,September,3843,3843,Paid
1264,5,B,October,3843,101,Unpaid
1264,5,B,November,3843,3291,Unpaid
1264,5,B,December,3843,3843,Paid
1264,5,B,January,3843,3843,Paid
1264,5,B,February,3843,3843,Paid
1264,5,B,March,3843,3843,Paid
1265,5,B,April,4181,4181,Paid
1265,5,B,May,4181,1247,Unpaid
1265,5,B,August,4181,4043,Unpaid
1265,5,B,September,4181,679,Unpaid
1265,5,B,October,4181,4181,Paid
1265,5,B,November,4181,1551,Unpaid
1265,5,B,December,4181,583,Unpaid
1265,5,B,January,4181,4181,Paid
1265,5,B,February,4181,4181,Paid
1265,5,B,March,4181,4181,Paid
1266,5,A,April,4369,4369,Paid
1266,5,A,May,4369,4369,Paid
1266,5,A,August,4369,4369,Paid
1266,5,A,September,4369,3270,Unpaid
1266,5,A,October,4369,4369,Paid
1266,5,A,November,4369,4369,Paid
1266,5,A,December,4369,489,Unpaid
1266,5,A,January,4369,1704,Unpaid
1266,5,A,February,4369,3222,Unpaid
1266,5,A,March,4369,1486,Unpaid
1267,5,A,April,3813,1120,Unpaid
1267,5,A,May,3813,3813,Paid
1267,5,A,August,3813,3813,Paid
1267,5,A,September,3813,2622,Unpaid
1267,5,A,October,3813,3813,Paid
1267,5,A,November,3813,3813,Paid
1267,5,A,December,3813,1858,Unpaid
1267,5,A,January,3813,3813,Paid
1267,5,A,February,3813,3813,Paid
1267,5,A,March,3813,207,Unpaid
1268,5,B,April,2323,2323,Paid
1268,5,B,May,2323,2323,Paid
1268,5,B,August,2323,2323,Paid
1268,5,B,September,2323,2323,Paid
1268,5,B,October,2323,2323,Paid
1268,5,B,November,2323,2323,Paid
1268,5,B,December,2323,1177,Unpaid
1268,5,B,January,2323,2323,Paid
1268,5,B,February,2323,2323,Paid
1268,5,B,March,2323,891,Unpaid
1269,5,B,April,2194,2194,Paid
1269,5,B,May,2194,1028,Unpaid
1269,5,B,August,2194,2194,Paid
1269,5,B,September,2194,2088,Unpaid
1269,5,B,October,2194,2194,Paid
1269,5,B,November,2194,684,Unpaid
1269,5,B,December,2194,1946,Unpaid
1269,5,B,January,2194,1563,Unpaid
1269,5,B,February,2194,2194,Paid
1269,5,B,March,2194,1386,Unpaid
1270,5,A,April,3194,3194,Paid
1270,5,A,May,3194,2135,Unpaid
1270,5,A,August,3194,3194,Paid
1270,5,A,September,3194,1712,Unpaid
1270,5,A,October,3194,3194,Paid
1270,5,A,November,3194,1522,Unpaid
1270,5,A,December,3194,1280,Unpaid
1270,5,A,January,3194,1305,Unpaid
1270,5,A,February,3194,3194,Paid
1270,5,A,March,3194,1761,Unpaid
1271,5,A,April,4093,4093,Paid
1271,5,A,May,4093,1349,Unpaid
1271,5,A,August,4093,2839,Unpaid
1271,5,A,September,4093,4093,Paid
1271,5,A,October,4093,4093,Paid
1271,5,A,November,4093,1221,Unpaid
1271,5,A,December,4093,4093,Paid
1271,5,A,January,4093,4093,Paid
1271,5,A,February,4093,2032,Unpaid
1271,5,A,March,4093,2529,Unpaid
1272,5,B,April,2485,2485,Paid
1272,5,B,May,2485,2485,Paid
1272,5,B,August,2485,81,Unpaid
1272,5,B,September,2485,1084,Unpaid
1272,5,B,October,2485,2485,Paid
1272,5,B,November,2485,2485,Paid
1272,5,B,December,2485,2334,Unpaid
1272,5,B,January,2485,1943,Unpaid
1272,5,B,February,2485,2485,Paid
1272,5,B,March,2485,1378,Unpaid
1273,5,B,April,2018,1915,Unpaid
1273,5,B,May,2018,1400,Unpaid
1273,5,B,August,2018,184,Unpaid
1273,5,B,September,2018,2018,Paid
1273,5,B,October,2018,1448,Unpaid
1273,5,B,November,2018,261,Unpaid
1273,5,B,December,2018,468,Unpaid
1273,5,B,January,2018,2018,Paid
1273,5,B,February,2018,2018,Paid
1273,5,B,March,2018,397,Unpaid
1274,5,A,April,4173,4173,Paid
1274,5,A,May,4173,2922,Unpaid
1274,5,A,August,4173,1084,Unpaid
1274,5,A,September,4173,4173,Paid
1274,5,A,October,4173,4173,Paid
1274,5,A,November,4173,2295,Unpaid
1274,5,A,December,4173,3402,Unpaid
1274,5,A,January,4173,4173,Paid
1274,5,A,February,4173,1432,Unpaid
1274,5,A,March,4173,1911,Unpaid
1275,5,B,April,2903,2903,Paid
1275,5,B,May,2903,2903,Paid
1275,5,B,August,2903,1401,Unpaid
1275,5,B,September,2903,2121,Unpaid
1275,5,B,October,2903,605,Unpaid
1275,5,B,November,2903,816,Unpaid
1275,5,B,December,2903,2903,Paid
1275,5,B,January,2903,2903,Paid
1275,5,B,February,2903,14,Unpaid
1275,5,B,March,2903,2903,Paid
1276,5,B,April,2375,2375,Paid
1276,5,B,May,2375,500,Unpaid
1276,5,B,August,2375,2066,Unpaid
1276,5,B,September,2375,594,Unpaid
1276,5,B,October,2375,2375,Paid
1276,5,B,November,2375,1784,Unpaid
1276,5,B,December,2375,2375,Paid
1276,5,B,January,2375,2375,Paid
1276,5,B,February,2375,1961,Unpaid
1276,5,B,March,2375,2067,Unpaid
1277,5,B,April,4103,2527,Unpaid
1277,5,B,May,4103,4103,Paid
1277,5,B,August,4103,4103,Paid
1277,5,B,September,4103,4103,Paid
1277,5,B,October,4103,4103,Paid
1277,5,B,November,4103,4103,Paid
1277,5,B,December,4103,4103,Paid
1277,5,B,January,4103,3653,Unpaid
1277,5,B,February,4103,3374,Unpaid
1277,5,B,March,4103,1644,Unpaid
1278,5,A,April,2441,864,Unpaid
1278,5,A,May,2441,2409,Unpaid
1278,5,A,August,2441,2441,Paid
1278,5,A,September,2441,213,Unpaid
1278,5,A,October,2441,2441,Paid
1278,5,A,November,2441,2441,Paid
1278,5,A,December,2441,2069,Unpaid
1278,5,A,January,2441,424,Unpaid
1278,5,A,February,2441,2441,Paid
1278,5,A,March,2441,1640,Unpaid
1279,5,A,April,3897,3569,Unpaid
1279,5,A,May,3897,1711,Unpaid
1279,5,A,August,3897,3897,Paid
1279,5,A,September,3897,3897,Paid
1279,5,A,October,3897,3897,Paid
1279,5,A,November,3897,266,Unpaid
1279,5,A,December,3897,3897,Paid
1279,5,A,January,3897,3897,Paid
1279,5,A,February,3897,3897,Paid
1279,5,A,March,3897,3897,Paid
1280,5,A,April,3556,700,Unpaid
1280,5,A,May,3556,3556,Paid
1280,5,A,August,3556,2662,Unpaid
1280,5,A,September,3556,3556,Paid
1280,5,A,October,3556,179,Unpaid
1280,5,A,November,3556,1069,Unpaid
1280,5,A,December,3556,1655,Unpaid
1280,5,A,January,3556,3198,Unpaid
1280,5,A,February,3556,1956,Unpaid
1280,5,A,March,3556,3556,Paid
1281,5,A,April,4608,4608,Paid
1281,5,A,May,4608,4608,Paid
1281,5,A,August,4608,737,Unpaid
1281,5,A,September,4608,4608,Paid
1281,5,A,October,4608,699,Unpaid
1281,5,A,November,4608,4608,Paid
1281,5,A,December,4608,4608,Paid
1281,5,A,January,4608,3523,Unpaid
1281,5,A,February,4608,4608,Paid
1281,5,A,March,4608,1108,Unpaid
1282,5,B,April,4968,1924,Unpaid
1282,5,B,May,4968,4968,Paid
1282,5,B,August,4968,4968,Paid
1282,5,B,September,4968,1404,Unpaid
1282,5,B,October,4968,4968,Paid
1282,5,B,November,4968,3878,Unpaid
1282,5,B,December,4968,972,Unpaid
1282,5,B,January,4968,414,Unpaid
1282,5,B,February,4968,4968,Paid
1282,5,B,March,4968,4968,Paid
1283,5,B,April,4772,4772,Paid
1283,5,B,May,4772,4772,Paid
1283,5,B,August,4772,4772,Paid
1283,5,B,September,4772,4772,Paid
1283,5,B,October,4772,4772,Paid
1283,5,B,November,4772,4772,Paid
1283,5,B,December,4772,2100,Unpaid
1283,5,B,January,4772,4772,Paid
1283,5,B,February,4772,4772,Paid
1283,5,B,March,4772,3859,Unpaid
1284,5,B,April,2434,585,Unpaid
1284,5,B,May,2434,1255,Unpaid
1284,5,B,August,2434,212,Unpaid
1284,5,B,September,2434,1899,Unpaid
1284,5,B,October,2434,242,Unpaid
1284,5,B,November,2434,2204,Unpaid
1284,5,B,December,2434,2434,Paid
1284,5,B,January,2434,2434,Paid
1284,5,B,February,2434,2434,Paid
1284,5,B,March,2434,2434,Paid
1285,5,A,April,3829,3829,Paid
1285,5,A,May,3829,3043,Unpaid
1285,5,A,August,3829,1104,Unpaid
1285,5,A,September,3829,3829,Paid
1285,5,A,October,3829,3829,Paid
1285,5,A,November,3829,1354,Unpaid
1285,5,A,December,3829,2825,Unpaid
1285,5,A,January,3829,3829,Paid
1285,5,A,February,3829,669,Unpaid
1285,5,A,March,3829,3550,Unpaid
1286,5,B,April,4418,3252,Unpaid
